Rndrng_NPI,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_First_Name,Rndrng_Prvdr_MI,Rndrng_Prvdr_Crdntls,Rndrng_Prvdr_Gndr,Rndrng_Prvdr_Ent_Cd,Rndrng_Prvdr_St1,Rndrng_Prvdr_St2,Rndrng_Prvdr_City,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,Rndrng_Prvdr_Cntry,Rndrng_Prvdr_Type,Rndrng_Prvdr_Mdcr_Prtcptg_Ind,HCPCS_Cd,HCPCS_Desc,HCPCS_Drug_Ind,Place_Of_Srvc,Tot_Benes,Tot_Srvcs,Tot_Bene_Day_Srvcs,Avg_Sbmtd_Chrg,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Avg_Mdcr_Stdzd_Amt
1245326206,Alai,Nili,N,M.D.,F,I,26081 Merit Cir Ste 109,,Laguna Hills,CA,6,92653,1.1,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",US,Dermatology,Y,0013A,Fee covid-19 vac 2 booster,N,O,12,12.0,12,40.0,40.0,40.0,39.2
1245341882,Thornton,Caroline,M,M.D.,F,I,10243 Genetic Center Dr,,San Diego,CA,6,92121,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,23,23.0,23,297.60869565,111.4173913,71.429130435,61.114347826
1245346873,Dehoratius,Danielle,M,M.D.,F,I,825 Old Lancaster Rd,Suite 320,Bryn Mawr,PA,42,19010,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,392,516.0,516,140.0,111.38591085,88.078488372,79.009069767
1245348036,Mcdonnell,Michaela,W,MD,F,I,3455 S Yarrow St,,Lakewood,CO,8,80227,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,250,328.0,328,334.85716463,101.88213415,75.511219512,70.625518293
1245353366,Graber,Emmy,M,M.D.,F,I,441 Stuart St,4th Fl Ste 404,Boston,MA,25,2116,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,13,15.0,15,155.0,123.85,83.053333333,68.644
1245358985,Chang,Agnes,J,"M.D., F.A.A.D.",F,I,2141 K St Nw,Ste 307,Washington,DC,11,20037,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11300,"Shaving of 0.5 centimeters or less skin growth of the trunk, arms, or legs",N,O,39,49.0,44,147.94102041,97.318163265,70.119183673,57.669591837
1245362763,Fabian,Brian,G,MD,M,I,26800 S Tamiami Trl,Suite 310,Bonita Springs,FL,12,34134,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,611,750.0,750,195.0,88.454466667,64.66128,61.397813333
1245368695,Cannava,Mathew,M,M.D.,M,I,247 N Fireweed St,Ste B,Soldotna,AK,2,99669,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,109,120.0,120,265.0,123.19875,85.287333333,69.29025
1245389717,Callender,Valerie,D,M.D.,F,I,12200 Annapolis Rd,Suite 315,Glenn Dale,MD,24,20769,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,15,16.0,16,150.0,127.45,99.06125,80.599375
1245391820,Liskanich,Ronald,D,D.O.,M,I,954 W Foothill Blvd Ste B,,Upland,CA,06,91786,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,195,223.0,223,135.0,100.44573991,70.902511211,64.921659193
1245397397,Tucker,Lynn,Z,M.D.,F,I,7388 Highland Rd,Ste. A,Baton Rouge,LA,22,70808,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,22,29.0,29,233.45103448,87.240344828,62.627586207,67.779310345
1245399237,Sevigny,Gina,M,M.D.,F,I,305 Clyde Morris Blvd,Suite 150,Ormond Beach,FL,12,32174,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,239,261.0,261,135.0,88.345019157,64.999118774,66.163180077
1245404854,Cornelius,Tunisia,F,M.D.,F,I,1039 Grant St Se Ste A-11,,Atlanta,GA,13,30315,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11104,Punch biopsy of single skin lesion,N,O,13,13.0,13,332.0,132.79,102.04846154,100.40153846
1245405497,Ortel,Bernhard,,MD,M,I,5841 South Maryland Avenue,Mc5067,Chicago,IL,17,60637,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,293,340.0,340,96.529411765,35.757235294,24.274235294,22.054058824
1245415132,Pearce,Daniel,J,M.D.,M,I,1450 Professional Park Dr,Suite 150,Winston Salem,NC,37,27103,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,44,47.0,47,238.0,66.112553191,50.331702128,52.54893617
1245421429,Ahmed,Ammar,M,MD,M,I,313 E 12th St,Suite 101,Austin,TX,48,78701,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,43,46.0,46,295.2173913,92.558478261,65.020217391,63.737173913
1245421569,Lee,Henry June,,MD PHD,M,I,1305 York Ave,9th Floor,New York,NY,36,10021,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,158,192.0,192,355.0,109.17552083,84.050677083,68.29671875
1245431444,Fox,Amy,W,M.D.,F,I,410 Market St Ste 400,,Chapel Hill,NC,37,27516,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,142,162.0,162,296.11111111,84.763888889,66.18308642,69.279506173
1245432244,Council,Martha,L,MD,F,I,969 N Mason Rd,"Div Im Dermatology, Ste 200",Saint Louis,MO,29,63141,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,57,61.0,61,343.0,81.105737705,62.320655738,61.632622951
1245432970,Perez,Oliver,A,MD,M,I,1514 Nira St,,Jacksonville,FL,12,32207,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,333,538.0,538,306.62459108,78.180594796,61.544739777,63.985371747
1245434588,Akhtar,Asfa,S,D.O.,F,I,2950 Cleveland Clinic Blvd,,Weston,FL,12,33331,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,145,175.0,175,183.0,106.77571429,76.248571429,73.595371429
1245437052,Finamore,Christina,L,MD,F,I,240 E Grove St,,Westfield,NJ,34,7090,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,102,148.0,148,156.85135135,105.18216216,76.537432432,64.291081081
1245443522,Nelson,Steven,A,M.D.,M,I,13400 E Shea Blvd,,Scottsdale,AZ,04,85259,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,58,59.0,59,105.13322034,86.270169492,58.175762712,59.312542373
1245450766,Kormeili,Tanya,,MD,F,I,2811 Wilshire Blvd Ste 640,,Santa Monica,CA,06,90403,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,106,143.0,143,181.76923077,97.623286713,75.142027972,64.281888112
1245454404,Jones,Robert,W,MD,M,I,1111 Medical Center Blvd,Suite N-401,Marrero,LA,22,70072,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,68,78.0,78,202.93846154,94.850769231,72.228076923,73.882307692
1245462845,Samrao,Amanzoopinder,,MD,F,I,7373 West Ln,,Stockton,CA,06,95210,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,99306,"Initial nursing facility visit, typically 45 minutes per day",N,F,483,602.0,602,339.63953488,188.15491694,149.32363787,129.43016611
1245463124,Escaravage,Vaishali,G,MD,F,I,6781 Parker Farm Dr,Suite 300,Wilmington,NC,37,28405,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,165,179.0,179,125.27932961,91.006815642,64.320111732,66.340837989
1245465962,Sisto,Krisanne,,M.D.,F,I,885 Roosevelt Rd,,Glen Ellyn,IL,17,60137,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,129,147.0,147,293.0,103.60469388,72.281360544,65.820340136
1245484096,Reed,Kurtis,B,M.D.,M,I,714 N College Rd,Suite A,Twin Falls,ID,16,83301,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,396,496.0,496,101.72983871,28.825483871,21.539677419,23.189395161
1245488444,Blumetti,Brooke,L,DO,F,I,20401 N 73rd St,Suite 230,Scottsdale,AZ,04,85255,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10060,Drainage of abscess,N,O,27,28.0,28,243.56,121.78,86.361071429,88.182142857
1245496850,Podjasek,Joshua,O,M.D.,M,I,8110 S Cass Ave,,Darien,IL,17,60561,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10040,Acne surgery,N,O,24,29.0,29,266.0,113.73068966,86.59862069,79.458275862
1245499102,Joffe,Renata,A,MD,F,I,6655 N Macarthur Blvd,,Irving,TX,48,75039,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,88304,"Pathology examination of tissue using a microscope, moderately low complexity",N,O,220,242.0,226,36.938636364,11.132768595,8.1845454545,8.3422727273
1245521251,Montanez-Wiscovich,Marjorie,E,"M.D., PH.D.",F,I,1600 Sw Archer Rd # 100279,,Gainesville,FL,12,32610,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,150,154.0,154,549.67532468,95.895454545,70.04487013,71.802792208
1245521756,Herrmann,Jennifer,L,M.D.,F,I,13603 Marina Pointe Dr,Apt B516,Marina Del Rey,CA,06,90292,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,167,223.0,223,153.21076233,94.627578475,73.320896861,62.66367713
1245525393,Pritchett,Ellen,,,F,I,3401 N Broad St,,Philadelphia,PA,42,19140,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,99204,"New patient outpatient visit, total time 45-59 minutes",N,F,11,11.0,11,300.0,144.29,91.670909091,85.467272727
1245543495,Knabel,Peter,M,D.O.,M,I,7690 Discovery Dr,,West Chester,OH,39,45069,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,47,56.0,56,284.0,69.493035714,53.695535714,59.036428571
1245548700,Eungdamrong,Narat,J,"M.D., PH.D.",M,I,2600 Via De La Valle Ste 200,,Del Mar,CA,06,92014,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,59,67.0,67,296.52238806,103.31119403,78.70238806,68.527014925
1245550425,Smith,Jeffrey,R,M.D.,M,I,401 9th Ave Nw,,Watertown,SD,46,57201,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,F,129,138.0,138,101.0,23.787028986,16.896811594,16.890289855
1245551779,Sivendran,Meera,,M.D.,F,I,250 King Of Prussia Rd,,Radnor,PA,42,19087,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,71,79.0,79,165.89873418,36.322405063,27.60835443,25.998860759
1245556604,Rahbar,Fiona,F,M.D.,F,I,171 Ashley Ave,,Charleston,SC,45,29425,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,168,190.0,188,244.50526316,87.142842105,64.135210526,68.764052632
1245556695,Martinez-Diaz,Gabriel,J,M.D.,M,I,1021 W. Adams St.,L L # 1,Chicago,IL,17,60607,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,99204,"New patient outpatient visit, total time 45-59 minutes",N,O,13,13.0,13,358.64615385,181.05,122.03307692,111.54
1245557347,Wuu,Alice,,MD,F,I,6600 Bryant Irvin Rd,,Ft Worth,TX,48,76132,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,54,66.0,66,150.0,87.183484848,66.935757576,66.162424242
1245572643,Truong,Valerie,L,M.D.,F,I,3193 Howell Mill Rd Nw Ste 220,,Atlanta,GA,13,30327,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,26,36.0,36,336.0,65.701111111,52.562777778,53.258055556
1245573575,Richardson,Christopher,T,MD,M,I,601 Elmwood Ave,Box Med,Rochester,NY,36,14642,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,99213,"Established patient outpatient visit, total time 20-29 minutes",N,F,34,37.0,37,125.0,66.478108108,44.734324324,45.070810811
1245596261,Morley,Keith,W,M.D.,M,I,111 Colchester Ave,,Burlington,VT,50,5401,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,F,12,12.0,12,43.333333333,31.076666667,24.86,24.843333333
1245596394,Dewan,Anna,,M.D.,F,I,719 Thompson Ln Ste 26300,Division Of Dermatology,Nashville,TN,47,37204,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,174,212.0,212,254.0,26.251462264,19.220377358,20.143867925
1245596451,Wofford,John,S,MD,M,I,8220 Walnut Hill Ln Ste 512,,Dallas,TX,48,75231,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,359,483.0,483,335.22391304,98.320186335,76.340600414,73.646480331
1245599935,Clemenz,Melanie,R,M.D.,F,I,904 7th Ave,,Seattle,WA,53,98104,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,156,185.0,184,311.0,101.99032432,75.600054054,63.810216216
1245610138,Patel,Shailee,B,M.D.,F,I,3275 N. State Road 7,,Margate,FL,12,33063,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,59,72.0,72,212.43055556,98.316944444,73.005416667,71.853611111
1245613751,Ogbechie-Godec,Oluwatobi,,M.D.,F,I,92 Montvale Ave Ste 3000,,Stoneham,MA,25,2180,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,95,105.0,105,300.0,114.62542857,82.822380952,70.35447619
1245617208,Ditommaso,Lorelei,E,"M.D., M.P.H.",F,I,1801 W Taylor St,Suite 3e,Chicago,IL,17,60612,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,216,249.0,249,148.01204819,94.625943775,68.912128514,70.68939759
1245620921,Sun,Tiffany,,M.D. PH.D.,F,I,1701 Divisadero St Fl 3,,San Francisco,CA,06,94115,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,14,14.0,14,268.0,111.73,85.267857143,79.4
1245625763,Robinson,Elizabeth,S,M.D.,F,I,3540 S Poplar St Ste 300,,Denver,CO,08,80237,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,118,143.0,143,182.0,97.201538462,71.395384615,67.701538462
1245626225,Kelley,Kathleen,,M.D.,F,I,6913 N Main St Ste 100,,Granger,IN,18,46530,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,167,232.0,232,307.0,93.31237069,69.863146552,74.06875
1245627082,Gou,Darlene,E,M.D.,F,I,8080 Independence Pkwy Ste 150,,Plano,TX,48,75025,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,51,61.0,61,217.6557377,92.065737705,69.99295082,72.510491803
1245640705,Yang,Chao,H,MD,M,I,221 Longwood Ave Dept Of,,Boston,MA,25,2115,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,F,30,36.0,36,89.0,38.6925,29.1025,26.091111111
1245644657,Makdisi,Joy,,MD,F,I,15906 Mill Creek Blvd,Ste 105,Mill Creek,WA,53,98012,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,39,43.0,43,253.06093023,77.860465116,62.418139535,60.154418605
1245657444,Bosworth,Michael,C,MD,M,I,1 Washington St Ste 401,,Wellesley Hills,MA,25,2481,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,139,162.0,162,344.91666667,116.58777778,85.940061728,71.956666667
1245663228,Kim,Jessica,Y,D.O.,F,I,26732 Crown Valley Pkwy Ste 571,,Mission Viejo,CA,06,92691,1.1,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",US,Dermatology,Y,10060,Drainage of abscess,N,O,14,14.0,14,223.04142857,124.59785714,99.68,88.420714286
1245672393,Onajin,Oluwakemi,,,F,I,5841 S Maryland Ave,,Chicago,IL,17,60637,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,F,17,18.0,18,287.27777778,31.776666667,24.594444444,22.359444444
1245679661,Raiman,Maya,A,MD,F,I,24 Frank Lloyd Wright Dr,,Ann Arbor,MI,26,48105,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,37,40.0,40,303.0,27.07625,20.641,20.994
1245693902,Larson,Krista,N,M.D.,F,I,301 Ne Knott St Ste 4102,,Portland,OR,41,97212,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,66,70.0,70,265.0,103.74585714,78.615285714,74.697285714
1245764307,Lorenz,Robert,,MD,M,I,32 Ericsson Pl,,New York,NY,36,10013,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,11,11.0,11,250.0,108.89727273,78.373636364,64.47
1255300042,Hsu,Te,S,MD,M,I,550 E Devon Ave Ste 200,,Itasca,IL,17,60143,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,52,62.0,62,211.81451613,91.780645161,72.300806452,65.982258065
1255300976,Marcet,Steven,M,M.D.,M,I,710 Newnan Crossing Bypass,Suite A,Newnan,GA,13,30263,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,101,119.0,119,289.37420168,86.998571429,61.652436975,69.523781513
1255303632,Wu,Joy,C,D.O.,F,I,15906 Mill Creek Blvd,Ste 105,Mill Creek,WA,53,98012,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,88,96.0,96,252.2315625,97.572916667,72.446458333,71.190833333
1255308003,Brual,Gerardo,C,MD,M,I,288 N Ironwood,#105,Apache Junction,AZ,04,85220,,,US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,66,83.0,83,105.0,96.015783133,72.02626506,73.729759036
1255313979,Moiin,Ali,,MD,M,I,1575 W Big Beaver Rd,Suite C12,Troy,MI,26,48084,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,26,29.0,29,145.0,92.465517241,72.493448276,70.49
1255314415,Bryan,Anne,B,MD,F,I,9007 Ellerbe Rd,,Shreveport,LA,22,71106,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10040,Acne surgery,N,O,59,60.0,60,163.836,107.66533333,83.532333333,89.486666667
1255316105,Hollandsworth,Kimberly,,MD,F,I,11100 Euclid Avenue,,Cleveland,OH,39,44106,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,67,73.0,73,251.0,26.238356164,18.498630137,18.840273973
1255316121,Wilentz,Seth,,MD,M,I,10 Union Sq E,Suite 3c,New York,NY,36,10003,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,88304,"Pathology examination of tissue using a microscope, moderately low complexity",N,O,37,39.0,39,200.0,13.34,10.69,9.03
1255316311,Pichardo-Geisinger,Rita,O,MD,F,I,4618 Country Club Rd,,Winston Salem,NC,37,27104,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,46,49.0,49,178.63265306,42.68877551,30.112857143,31.126734694
1255316626,Anhalt,Todd,S,MD,M,I,129 Fremont Ave,,Los Altos,CA,06,94022,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10060,Drainage of abscess,N,O,17,23.0,23,233.69565217,158.08,126.46,100.21304348
1255319349,White,Michael,C,M.D.,M,I,6372 Mechanicsville Tpke Ste 103,,Mechanicsville,VA,51,23111,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,277,322.0,322,154.0,101.20968944,68.368385093,68.772360248
1255320115,Thomas,Julian,M,M.D.,M,I,3940 Montclair Rd,Suite 410,Birmingham,AL,01,35213,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,14,16.0,16,100.0,75.890625,60.713125,62.575
1255320545,Siragusa,Robert,J,MD,M,I,1900 Harrison Ave,,Panama City,FL,12,32405,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10060,Drainage of abscess,N,O,44,47.0,47,232.55319149,122.13276596,88.660212766,87.849361702
1255322319,Neifert,Paige,L,M.D.,F,I,2405 Research Pkwy,,Colorado Springs,CO,08,80920,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,79,91.0,91,219.42857143,96.972747253,74.237802198,71.178461538
1255322798,Lebouitz,Stanton,S,M.D.,M,I,1936 Powder Mill Rd,,York,PA,42,17402,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11104,Punch biopsy of single skin lesion,N,O,21,23.0,23,315.56521739,122.05782609,93.836521739,96.072173913
1255323341,Auster,Barry,I,M.D.,M,I,31275 Northwestern Hwy Ste 140,,Farmington Hills,MI,26,48334,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,110,115.0,115,183.88773913,93.369130435,72.555478261,69.993478261
1255323978,Yrastorza,David,G,M.D.,M,I,3670 Innovation Dr,,Lakeland,FL,12,33812,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,329,460.0,460,123.15,95.50176087,71.574,72.647847826
1255324703,Breer,Wayne,A,MD,M,I,1001 Chesterfield Pkwy E,Suite 201,Chesterfield,MO,29,63017,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,102,117.0,117,196.1,102.04136752,70.65017094,70.48974359
1255325049,Bishop,Larry,S,MD,M,I,7125 Murrell Rd,,Melbourne,FL,12,32940,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,77,92.0,92,201.47826087,93.552934783,66.992065217,68.377282609
1255327722,King,Arthur,D,MD,M,I,809 Se Osceola St,,Stuart,FL,12,34994,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10061,Drainage of multiple abscess,N,O,15,15.0,15,272.0,226.11,180.89,169.88
1255331161,Hartman,Paul,D,M.D.,M,I,1800 Sullivan Ave,Suite 301,Daly City,CA,06,94015,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,82,94.0,94,175.0,133.94297872,96.394468085,74.484787234
1255332771,Singer,Craig,E,MD,M,I,31000 Telegraph Rd Ste 260,,Bingham Farms,MI,26,48025,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10060,Drainage of abscess,N,O,15,17.0,17,193.35,130.70352941,102.34941176,96.507647059
1255333522,Smith,Jennifer,L,M.D.,F,I,54 Seward St,Suite 3,Saratoga Springs,NY,36,12866,1.1,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,114,139.0,139,195.0,92.894388489,66.267769784,68.525827338
1255336236,Cukrowski,Tiffany,,DO,F,I,43900 Garfield Rd,Ste 100,Clinton Township,MI,26,48038,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10040,Acne surgery,N,O,28,28.0,28,211.82214286,106.73642857,77.068571429,77.725714286
